,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Years To Unicorn,Funding_num,Valuation_num
163,Qonto,$5B,2022-01-11,Fintech,Paris,France,Europe,2016,$704M,"Alven Capital, Valar Ventures, Tencent Holdings",6,7040000.0,500000000.0
164,SambaNova Systems,$5B,2021-04-13,Data management & analytics,Palo Alto,United States,North America,2017,$1B,"Walden International, Google Ventures, Intel Capital",4,100000000.0,500000000.0
165,United Imaging Healthcare,$5B,2017-09-15,Health,Shanghai,China,Asia,2011,$503M,"China Life Insurance, China Development Bank Capital, CITIC Securities International",6,5030000.0,500000000.0
166,WM Motor,$5B,2019-03-08,Auto & transportation,Shanghai,China,Asia,2015,$4B,"Baidu Capital, Linear Venture, Tencent",4,400000000.0,500000000.0
167,ZEPZ,$5B,2021-08-23,Fintech,London,United Kingdom,Europe,2010,$655M,"Accel, Technology Crossover Ventures, LeapFrog Investments",11,6550000.0,500000000.0
168,Abogen,$4B,2021-11-29,Health,Suzhou,China,Asia,2019,$1B,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",2,100000000.0,400000000.0
169,Greensill,$4B,2018-07-16,Fintech,London,United Kingdom,Europe,2011,$2B,"SoftBank Group, General Atlantic",7,200000000.0,400000000.0
170,HyalRoute,$4B,2020-05-26,Mobile & telecommunications,,Singapore,Asia,2015,$263M,Kuang-Chi,5,2630000.0,400000000.0
171,Radiology Partners,$4B,2018-02-26,Health,El Segundo,United States,North America,2012,$1B,"New Enterprise Associates, Starr Investment Holdings",6,100000000.0,400000000.0
172,Yello Mobile,$4B,2014-11-11,Mobile & telecommunications,Seoul,South Korea,Asia,2012,$216M,Formation 8,2,2160000.0,400000000.0
173,Turing,$4B,2021-12-20,Internet software & services,Palo Alto,United States,North America,2018,$128M,"Foundation Capital, Frontier Ventures, AltaIR Capital",3,1280000.0,400000000.0
174,Lenskart,$4B,2019-12-20,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,$776M,"Chiratae Ventures, PremjiInvest, Softbank",11,7760000.0,400000000.0
175,Kraken,$4B,2019-06-25,Fintech,San Francisco,United States,North America,2011,$119M,"Bnk To The Future, Trammell Ventures, SBI Investment",8,1190000.0,400000000.0
176,Horizon Robotics,$4B,2019-02-27,Artificial intelligence,Beijing,China,Asia,2015,$2B,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",4,200000000.0,400000000.0
177,MoonPay,$4B,2021-11-22,Fintech,Miami,United States,North America,2019,$555M,"New Enterprise Associates, Coatue Management, Tiger Global Management",2,5550000.0,400000000.0
178,Celsius Network,$4B,2021-10-12,Fintech,Hoboken,United States,North America,2017,$864M,"WestCap Group, Caisse de depot et placement du Quebec",4,8640000.0,400000000.0
179,ChargeBee Technologies,$4B,2021-04-20,Fintech,Walnut,United States,North America,2011,$468M,"Insight Partners, Tiger Global Management, Accel",10,4680000.0,400000000.0
180,Coalition,$4B,2021-03-17,Cybersecurity,San Francisco,United States,North America,2017,$505M,"Two Sigma Ventures, Flint Capital, Commerce Ventures",4,5050000.0,400000000.0
181,Commure,$4B,2021-09-16,Internet software & services,San Francisco,United States,North America,2017,$542M,"General Catalyst, HCA Healthcare",4,5420000.0,400000000.0
182,Flock Safety,$4B,2021-07-13,Hardware,Atlanta,United States,North America,2017,$381M,"Matrix Partners, Initialized Capital, Tiger Global Management",4,3810000.0,400000000.0
183,Handshake,$4B,2021-05-12,Internet software & services,San Francisco,United States,North America,2014,$434M,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",7,4340000.0,400000000.0
184,Highspot,$4B,2021-02-22,Internet software & services,Seattle,United States,North America,2013,$643M,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",8,6430000.0,400000000.0
185,Indigo Ag,$4B,2017-09-26,Artificial intelligence,Boston,United States,North America,2014,$1B,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",3,100000000.0,400000000.0
186,Mirakl,$4B,2020-09-22,E-commerce & direct-to-consumer,Paris,France,Europe,2011,$948M,"Elaia Partners, 83North, Felix Capital",9,9480000.0,400000000.0
187,Rec Room,$4B,2021-03-23,Internet software & services,Seattle,United States,North America,2016,$294M,"First Round Capital, Sequoia Capital, Index Ventures",5,2940000.0,400000000.0
188,Tekion,$4B,2020-10-21,Internet software & services,San Ramon,United States,North America,2016,$435M,"Airbus Ventures, Index Ventures, Advent International",4,4350000.0,400000000.0
189,Otto Bock HealthCare,$4B,2017-06-24,Health,Duderstadt,Germany,Europe,1919,$0M,EQT Partners,98,0.0,400000000.0
190,Outreach,$4B,2019-04-16,Internet software & services,Seattle,United States,North America,2011,$489M,"Mayfield Fund, M12, Trinity Ventures",8,4890000.0,400000000.0
191,WeRide,$4B,2020-12-23,Auto & transportation,Guangzhou,China,Asia,2017,$1B,"Atop Capital, IDInvest Partners, Qiming Venture Partners",3,100000000.0,400000000.0
192,Applied Intuition,$4B,2020-10-22,Data management & analytics,Sunnyvale,United States,North America,2017,$352M,"Andreessen Horowitz, Lux Capital, General Catalyst",3,3520000.0,400000000.0
193,Course Hero,$4B,2020-02-12,Edtech,Redwood City,United States,North America,2006,$477M,"NewView Capital, Maveron, Ridge Ventures",14,4770000.0,400000000.0
194,Relativity,$4B,2021-03-18,Internet software & services,Chicago,United States,North America,2001,$125M,"Silver Lake, ICONIQ Capital",20,1250000.0,400000000.0
195,Whoop,$4B,2020-10-28,E-commerce & direct-to-consumer,Boston,United States,North America,2012,$404M,"NextView Ventures, Promus Ventures, Two Sigma Ventures",8,4040000.0,400000000.0
196,Arctic Wolf Networks,$4B,2020-10-22,Cybersecurity,Eden Prairie,United States,North America,2012,$498M,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",8,4980000.0,400000000.0
197,GOAT,$4B,2020-09-23,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,$493M,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",5,4930000.0,400000000.0
198,Noom,$4B,2021-05-24,Health,New York,United States,North America,2006,$657M,"Qualcomm Ventures, Samsung Ventures, Silver Lake",15,6570000.0,400000000.0
199,Papaya Global,$4B,2021-03-04,Internet software & services,New York,United States,North America,2016,$440M,"Bessemer Venture Partners, Insight Partners, New Era Ventures",5,4400000.0,400000000.0
200,Redwood Materials,$4B,2021-07-28,Other,Carson City,United States,North America,2017,$792M,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",4,7920000.0,400000000.0
201,ShareChat,$4B,2021-04-08,Internet software & services,Bengaluru,India,Asia,2015,$1B,"India Quotient, Elevation Capital, Lightspeed Venture Partners",6,100000000.0,400000000.0
202,Sorare,$4B,2021-09-21,E-commerce & direct-to-consumer,Paris,France,Europe,2019,$739M,"Benchmark, Accel, SoftBank Group",2,7390000.0,400000000.0
203,VAST Data,$4B,2020-04-16,Data management & analytics,New York,United States,North America,2016,$263M,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",4,2630000.0,400000000.0
204,Articulate,$4B,2021-07-01,Edtech,New York,United States,North America,2015,$2B,"Blackstone, ICONIQ Growth, General Atlantic",6,200000000.0,400000000.0
205,Dutchie,$4B,2021-03-16,E-commerce & direct-to-consumer,Bend,United States,North America,2017,$603M,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",4,6030000.0,400000000.0
206,FalconX,$4B,2021-08-10,Fintech,San Mateo,United States,North America,2018,$324M,"Tiger Global Management, American Express Ventures, B Capital Group",3,3240000.0,400000000.0
207,Guild Education,$4B,2019-11-13,Internet software & services,Denver,United States,North America,2015,$379M,"General Atlantic, Blackstone, ICONIQ Growth",4,3790000.0,400000000.0
208,Chainalysis,$4B,2020-11-23,Fintech,New York,United States,North America,2014,$367M,"Addition, Benhcmark, Accel",6,3670000.0,400000000.0
209,dbt Labs,$4B,2021-06-30,Data management & analytics,Philadelphia,United States,North America,2016,$414M,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",5,4140000.0,400000000.0
210,Globalization Partners,$4B,2022-01-24,Internet software & services,Boston,United States,North America,2012,$350M,"Vista Equity Partners, Wincove, TDR Capital",10,3500000.0,400000000.0
211,Intarcia Therapeutics,$4B,2014-04-01,Health,Boston,United States,North America,1995,$1B,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",19,100000000.0,400000000.0
212,Relativity Space,$4B,2020-11-23,Other,Inglewood,United States,North America,2016,$1B,"Playground Global, Bond, Tribe Capital",4,100000000.0,400000000.0
213,StockX,$4B,2019-06-26,E-commerce & direct-to-consumer,Detroit,United States,North America,2016,$495M,"Google Ventures, Battery Ventures, DST Global",3,4950000.0,400000000.0
214,ThoughtSpot,$4B,2018-05-08,Internet software & services,Sunnyvale,United States,North America,2012,$664M,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",6,6640000.0,400000000.0
215,SSENSE,$4B,2021-06-08,E-commerce & direct-to-consumer,Montreal,Canada,North America,2003,Unknown,Sequoia Capital,18,,400000000.0
216,BitPanda,$4B,2021-03-16,Fintech,Vienna,Austria,Europe,2014,$546M,"Speedinvest, Valar Ventures, Uniqa Ventures",7,5460000.0,400000000.0
217,Dataminr,$4B,2018-06-04,Artificial intelligence,New York,United States,North America,2009,$1B,"Venrock, Institutional Venture Partners, Goldman Sachs",9,100000000.0,400000000.0
218,Weee!,$4B,2021-03-16,"Supply chain, logistics, & delivery",Fremont,United States,North America,2015,$864M,"Goodwater Capital, iFly, XVC Venture Capital",6,8640000.0,400000000.0
219,Medlinker,$4B,2018-07-31,Health,Chengdu,China,Asia,2014,$761M,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",4,7610000.0,400000000.0
220,Hozon Auto,$4B,2022-02-22,Auto & transportation,Shanghai,China,Asia,2014,$2B,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",8,200000000.0,400000000.0
221,Aurora Solar,$4B,2021-05-24,Internet software & services,San Francisco,United States,North America,2013,$523M,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital",8,5230000.0,400000000.0
222,Branch,$4B,2018-09-10,Mobile & telecommunications,Redwood City,United States,North America,2014,$667M,"New Enterprise Associates, Pear, Cowboy Ventures",4,6670000.0,400000000.0
223,BrowserStack,$4B,2021-06-16,Internet software & services,Dublin,Ireland,Europe,2011,$250M,"Accel, Insight Partners, Bond Capital",10,2500000.0,400000000.0
224,Cerebras Systems,$4B,2018-11-14,Hardware,Los Altos,United States,North America,2016,$720M,"Benchmark, Foundation Capital, Sequoia Capital",2,7200000.0,400000000.0
225,ClickUp,$4B,2020-12-15,Internet software & services,San Diego,United States,North America,2017,$535M,"Georgian Partners, Craft Ventures",3,5350000.0,400000000.0
226,Clubhouse,$4B,2021-01-24,Mobile & telecommunications,San Francisco,United States,North America,2020,$110M,"Andreessen Horowitz, TQ Ventures",1,1100000.0,400000000.0
227,Farmers Business Network,$4B,2020-08-03,Other,San Carlos,United States,North America,2014,$870M,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",6,8700000.0,400000000.0
228,Houzz,$4B,2014-09-30,E-commerce & direct-to-consumer,Palo Alto,United States,North America,2008,$614M,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",6,6140000.0,400000000.0
229,MEGVII,$4B,2017-10-31,Artificial intelligence,Beijing,China,Asia,2011,$1B,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",6,100000000.0,400000000.0
230,Melio,$4B,2021-01-25,Fintech,New York,United States,North America,2018,$504M,"Accel, Aleph, American Express Ventures",3,5040000.0,400000000.0
231,Next Insurance,$4B,2019-10-07,Fintech,Palo Alto,United States,North America,2016,$881M,"Zeev Ventures, Ribbit Capital, TLV Partners",3,8810000.0,400000000.0
232,Olive,$4B,2020-12-01,Internet software & services,Columbus,United States,North America,2012,$856M,"Drive Capital, General Catalyst, Ascension Ventures",8,8560000.0,400000000.0
233,Patreon,$4B,2020-09-02,Internet software & services,San Francisco,United States,North America,2013,$413M,"Index Ventures, Thrive Capital, CRV",7,4130000.0,400000000.0
234,PointClickCare,$4B,2021-01-07,Internet software & services,Mississauga,Canada,North America,2000,$230M,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",21,2300000.0,400000000.0
235,Rubrik,$4B,2017-04-28,Data management & analytics,Palo Alto,United States,North America,2014,$553M,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",3,5530000.0,400000000.0
236,Vuori,$4B,2021-10-13,E-commerce & direct-to-consumer,Carlsbad,United States,North America,2015,$445M,"SoftBank Group, Norwest Venture Partners",6,4450000.0,400000000.0
237,Webflow,$4B,2021-01-13,Internet software & services,San Francisco,United States,North America,2012,$335M,"Accel, Silversmith Capital Partners, capitalG",9,3350000.0,400000000.0
238,Yuga Labs,$4B,2022-03-22,Fintech,Miami,United States,North America,2021,$450M,"Andreessen Horowitz, Thrive Capital, Sound Ventures",1,4500000.0,400000000.0
239,Zapier,$4B,2021-01-14,Internet software & services,Sunnyvale,United States,North America,2011,$1M,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",10,10000.0,400000000.0
240,Dadi Cinema,$3B,2016-05-11,Other,Shenzhen,China,Asia,2006,$154M,Alibaba Pictures Group,10,1540000.0,300000000.0
241,Kurly,$3B,2021-07-09,"Supply chain, logistics, & delivery",Seoul,South Korea,Asia,2014,$770M,"Sequoia Capital China, DST Global, DST Global",7,7700000.0,300000000.0
242,Moglix,$3B,2021-05-17,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$471M,"Jungle Ventures, Accel, Venture Highway",6,4710000.0,300000000.0
243,OpenAI,$3B,2019-07-22,Artificial intelligence,San Francisco,United States,North America,2015,$1B,Khosla Ventures,4,100000000.0,300000000.0
244,Upstox,$3B,2021-11-29,Fintech,Mumbai,India,Asia,2010,$54M,"Tiger Global Management, Kalaari Capital",11,540000.0,300000000.0
245,Vista Global,$3B,2017-08-23,Other,Dubai,United Arab Emirates,Asia,2004,$418M,Rhone Capital,13,4180000.0,300000000.0
246,Yixia,$3B,2015-11-24,Mobile & telecommunications,Beijing,China,Asia,2011,$775M,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",4,7750000.0,300000000.0
247,Automattic,$3B,2013-05-27,Internet software & services,San Francisco,United States,North America,2005,$859M,"Insight Venture Partners, Lowercase Capital, Polaris Partners",8,8590000.0,300000000.0
248,OakNorth Bank,$3B,2017-10-12,Fintech,London,United Kingdom,Europe,2015,$1B,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",2,100000000.0,300000000.0
249,Worldcoin,$3B,2021-06-29,Fintech,San Francisco,United States,North America,2019,$125M,"Day One Ventures, Coinbase Ventures, Andreessen Horowitz",2,1250000.0,300000000.0
250,Hive Box,$3B,2018-01-23,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,2015,$1B,"Eastern Bell Capital, SF Holding Co, STO Express",3,100000000.0,300000000.0
251,Trax,$3B,2019-07-22,Artificial intelligence,,Singapore,Asia,2010,$1B,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures",9,100000000.0,300000000.0
252,MessageBird,$3B,2020-10-08,Mobile & telecommunications,Amsterdam,Netherlands,Europe,2011,$1B,"Y Combinator, Atomico, Accel",9,100000000.0,300000000.0
253,Cohesity,$3B,2018-06-11,Data management & analytics,San Jose,United States,North America,2013,$660M,"SoftBank Group, Sequoia Capital, Wing Venture Capital",5,6600000.0,300000000.0
254,Cybereason,$3B,2019-08-06,Cybersecurity,Boston,United States,North America,2012,$714M,"SoftBank Group, CRV, Spark Capital",7,7140000.0,300000000.0
255,A24 Films,$3B,2022-03-09,Other,New York,United States,North America,2012,$225M,"Stripes Group, Neuberger Berman",10,2250000.0,300000000.0
256,Acronis,$3B,2019-09-18,Cybersecurity,Schaffhausen,Switzerland,Europe,2003,$408M,"Goldman Sachs, VebVentures, Insight Partners",16,4080000.0,300000000.0
257,Aura,$3B,2021-06-09,Cybersecurity,Burlington,United States,North America,2019,$500M,"Warburg Pincus, General Catalyst",2,5000000.0,300000000.0
258,BYTON,$3B,2018-04-20,Auto & transportation,Nanjing,China,Asia,2016,$1B,"FAW Group, Tencent Holdings, Tus Holdings",2,100000000.0,300000000.0
259,Cato Networks,$3B,2020-11-17,Cybersecurity,Tel Aviv,Israel,Asia,2015,$532M,"Aspect Ventures, SingTel Innov8, Greylock Partners",5,5320000.0,300000000.0
260,Digit Insurance,$3B,2021-01-15,Fintech,Bengaluru,India,Asia,2016,$531M,"Fairfax Financial Holdings, A91 Partners, TVS Capital",5,5310000.0,300000000.0
261,Fetch Rewards,$3B,2021-03-31,E-commerce & direct-to-consumer,Madison,United States,North America,2014,$582M,"Greycroft, Loeb.NYC, DST Global",7,5820000.0,300000000.0
262,Games24x7,$3B,2022-03-30,Internet software & services,Mumbai,India,Asia,2006,$75M,"Tiger Global Management, The Raine Group, Malabar Investments",16,750000.0,300000000.0
263,GoStudent,$3B,2021-06-22,Edtech,Vienna,Austria,Europe,2017,$685M,"DN Capital, Left Lane Capital, Coatue Management",4,6850000.0,300000000.0
264,Immutable,$3B,2022-03-07,Fintech,Sydney,Australia,Oceania,2018,$280M,"Fabric Ventures, AirTree Ventures, Temasek",4,2800000.0,300000000.0
265,Infra.Market,$3B,2021-02-25,E-commerce & direct-to-consumer,Thane,India,Asia,2016,$274M,"Accel, Tiger Global Management, Nexus Venture Partners",5,2740000.0,300000000.0
266,Side,$3B,2021-03-22,Internet software & services,San Francisco,United States,North America,2017,$314M,"Coatue Managemeny, Trinity Ventures, Matrix Partners",4,3140000.0,300000000.0
267,SiFive,$3B,2022-03-16,Hardware,San Mateo,United States,North America,2015,$366M,"Sutter Hill Ventures, Osage University Partners, Spark Capital",7,3660000.0,300000000.0
268,Somatus,$3B,2022-02-23,Health,McLean,United States,North America,2016,$465M,"The Blue Venture Fund, Flare Capital Partners, Longitude Capital",6,4650000.0,300000000.0
